factor	example_pole	text_id	score	variable	lemma	variable_pole	present	score_contribution
factor_1	negative	t000060	-7.0000000000	v000210	set	negative	0	0
factor_1	negative	t000060	-7.0000000000	v000219	sound	negative	1	-1
factor_1	negative	t000060	-7.0000000000	v000239	television	negative	0	0
factor_1	negative	t000060	-7.0000000000	v000250	tube	negative	1	-1
factor_1	negative	t000060	-7.0000000000	v000255	victor	negative	1	-1
factor_1	negative	t000044	-6.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000044	-6.0000000000	v000147	model	negative	1	-1
factor_1	negative	t000044	-6.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000044	-6.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000044	-6.0000000000	v000186	rca	negative	1	-1
factor_1	negative	t000044	-6.0000000000	v000200	screen	negative	1	-1
factor_1	negative	t000044	-6.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000044	-6.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000044	-6.0000000000	v000239	television	negative	1	-1
factor_1	negative	t000044	-6.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000044	-6.0000000000	v000255	victor	negative	1	-1
factor_1	negative	t000064	-6.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000064	-6.0000000000	v000147	model	negative	0	0
factor_1	negative	t000064	-6.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000064	-6.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000064	-6.0000000000	v000186	rca	negative	1	-1
factor_1	negative	t000064	-6.0000000000	v000200	screen	negative	1	-1
factor_1	negative	t000064	-6.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000064	-6.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000064	-6.0000000000	v000239	television	negative	1	-1
factor_1	negative	t000064	-6.0000000000	v000250	tube	negative	1	-1
factor_1	negative	t000064	-6.0000000000	v000255	victor	negative	1	-1
factor_1	negative	t000066	-6.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000066	-6.0000000000	v000147	model	negative	1	-1
factor_1	negative	t000066	-6.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000066	-6.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000066	-6.0000000000	v000186	rca	negative	1	-1
factor_1	negative	t000066	-6.0000000000	v000200	screen	negative	1	-1
factor_1	negative	t000066	-6.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000066	-6.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000066	-6.0000000000	v000239	television	negative	1	-1
factor_1	negative	t000066	-6.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000066	-6.0000000000	v000255	victor	negative	1	-1
factor_1	negative	t000186	-7.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000186	-7.0000000000	v000147	model	negative	1	-1
factor_1	negative	t000186	-7.0000000000	v000174	portable	negative	1	-1
factor_1	negative	t000186	-7.0000000000	v000185	radio	negative	1	-1
factor_1	negative	t000186	-7.0000000000	v000186	rca	negative	1	-1
factor_1	negative	t000186	-7.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000186	-7.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000186	-7.0000000000	v000219	sound	negative	1	-1
factor_1	negative	t000186	-7.0000000000	v000239	television	negative	0	0
factor_1	negative	t000186	-7.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000186	-7.0000000000	v000255	victor	negative	1	-1
factor_1	negative	t000194	-4.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000194	-4.0000000000	v000147	model	negative	0	0
factor_1	negative	t000194	-4.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000194	-4.0000000000	v000185	radio	negative	1	-1
factor_1	negative	t000194	-4.0000000000	v000186	rca	negative	1	-1
factor_1	negative	t000194	-4.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000194	-4.0000000000	v000210	set	negative	0	0
factor_1	negative	t000194	-4.0000000000	v000219	sound	negative	1	-1
factor_1	negative	t000194	-4.0000000000	v000239	television	negative	0	0
factor_1	negative	t000194	-4.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000194	-4.0000000000	v000255	victor	negative	1	-1
factor_1	negative	t000367	-3.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000367	-3.0000000000	v000147	model	negative	0	0
factor_1	negative	t000367	-3.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000367	-3.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000367	-3.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000367	-3.0000000000	v000200	screen	negative	1	-1
factor_1	negative	t000367	-3.0000000000	v000210	set	negative	0	0
factor_1	negative	t000367	-3.0000000000	v000219	sound	negative	1	-1
factor_1	negative	t000367	-3.0000000000	v000239	television	negative	1	-1
factor_1	negative	t000367	-3.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000367	-3.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000370	-2.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000370	-2.0000000000	v000147	model	negative	1	-1
factor_1	negative	t000370	-2.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000370	-2.0000000000	v000185	radio	negative	1	-1
factor_1	negative	t000370	-2.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000370	-2.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000370	-2.0000000000	v000210	set	negative	0	0
factor_1	negative	t000370	-2.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000370	-2.0000000000	v000239	television	negative	0	0
factor_1	negative	t000370	-2.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000370	-2.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000224	-2.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000224	-2.0000000000	v000147	model	negative	0	0
factor_1	negative	t000224	-2.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000224	-2.0000000000	v000185	radio	negative	1	-1
factor_1	negative	t000224	-2.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000224	-2.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000224	-2.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000224	-2.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000224	-2.0000000000	v000239	television	negative	0	0
factor_1	negative	t000224	-2.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000224	-2.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000303	-2.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000303	-2.0000000000	v000147	model	negative	0	0
factor_1	negative	t000303	-2.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000303	-2.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000303	-2.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000303	-2.0000000000	v000200	screen	negative	1	-1
factor_1	negative	t000303	-2.0000000000	v000210	set	negative	0	0
factor_1	negative	t000303	-2.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000303	-2.0000000000	v000239	television	negative	0	0
factor_1	negative	t000303	-2.0000000000	v000250	tube	negative	1	-1
factor_1	negative	t000303	-2.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000723	-1.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000723	-1.0000000000	v000147	model	negative	0	0
factor_1	negative	t000723	-1.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000723	-1.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000723	-1.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000723	-1.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000723	-1.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000723	-1.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000723	-1.0000000000	v000239	television	negative	0	0
factor_1	negative	t000723	-1.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000723	-1.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000725	-1.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000725	-1.0000000000	v000147	model	negative	0	0
factor_1	negative	t000725	-1.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000725	-1.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000725	-1.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000725	-1.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000725	-1.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000725	-1.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000725	-1.0000000000	v000239	television	negative	0	0
factor_1	negative	t000725	-1.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000725	-1.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000621	-1.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000621	-1.0000000000	v000147	model	negative	0	0
factor_1	negative	t000621	-1.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000621	-1.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000621	-1.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000621	-1.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000621	-1.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000621	-1.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000621	-1.0000000000	v000239	television	negative	0	0
factor_1	negative	t000621	-1.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000621	-1.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000626	-1.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000626	-1.0000000000	v000147	model	negative	0	0
factor_1	negative	t000626	-1.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000626	-1.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000626	-1.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000626	-1.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000626	-1.0000000000	v000210	set	negative	0	0
factor_1	negative	t000626	-1.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000626	-1.0000000000	v000239	television	negative	1	-1
factor_1	negative	t000626	-1.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000626	-1.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000428	-1.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000428	-1.0000000000	v000147	model	negative	0	0
factor_1	negative	t000428	-1.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000428	-1.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000428	-1.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000428	-1.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000428	-1.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000428	-1.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000428	-1.0000000000	v000239	television	negative	0	0
factor_1	negative	t000428	-1.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000428	-1.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000480	-1.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000480	-1.0000000000	v000147	model	negative	0	0
factor_1	negative	t000480	-1.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000480	-1.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000480	-1.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000480	-1.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000480	-1.0000000000	v000210	set	negative	1	-1
factor_1	negative	t000480	-1.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000480	-1.0000000000	v000239	television	negative	0	0
factor_1	negative	t000480	-1.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000480	-1.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000532	-1.0000000000	v000098	golden	negative	1	-1
factor_1	negative	t000532	-1.0000000000	v000147	model	negative	0	0
factor_1	negative	t000532	-1.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000532	-1.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000532	-1.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000532	-1.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000532	-1.0000000000	v000210	set	negative	0	0
factor_1	negative	t000532	-1.0000000000	v000219	sound	negative	0	0
factor_1	negative	t000532	-1.0000000000	v000239	television	negative	0	0
factor_1	negative	t000532	-1.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000532	-1.0000000000	v000255	victor	negative	0	0
factor_1	negative	t000566	-1.0000000000	v000098	golden	negative	0	0
factor_1	negative	t000566	-1.0000000000	v000147	model	negative	0	0
factor_1	negative	t000566	-1.0000000000	v000174	portable	negative	0	0
factor_1	negative	t000566	-1.0000000000	v000185	radio	negative	0	0
factor_1	negative	t000566	-1.0000000000	v000186	rca	negative	0	0
factor_1	negative	t000566	-1.0000000000	v000200	screen	negative	0	0
factor_1	negative	t000566	-1.0000000000	v000210	set	negative	0	0
factor_1	negative	t000566	-1.0000000000	v000219	sound	negative	1	-1
factor_1	negative	t000566	-1.0000000000	v000239	television	negative	0	0
factor_1	negative	t000566	-1.0000000000	v000250	tube	negative	0	0
factor_1	negative	t000566	-1.0000000000	v000255	victor	negative	0	0
