factor	example_pole	text_id	score	variable	lemma	variable_pole	present	score_contribution
factor_3	negative	t000414	-1.0000000000	v000123	lady	negative	1	-1
factor_3	negative	t000414	-1.0000000000	v000134	lose	negative	0	0
factor_3	negative	t000414	-1.0000000000	v000135	lovely	negative	0	0
factor_3	negative	t000414	-1.0000000000	v000175	precision	negative	0	0
factor_3	negative	t000414	-1.0000000000	v000245	tomorrow	negative	0	0
factor_3	negative	t000441	-1.0000000000	v000011	beauty	negative	0	0
factor_3	negative	t000441	-1.0000000000	v000054	delicate	negative	0	0
factor_3	negative	t000441	-1.0000000000	v000076	famous	negative	0	0
factor_3	negative	t000441	-1.0000000000	v000093	gift	negative	0	0
factor_3	negative	t000441	-1.0000000000	v000094	girl	negative	0	0
factor_3	negative	t000441	-1.0000000000	v000095	give	negative	1	-1
factor_3	negative	t000441	-1.0000000000	v000123	lady	negative	0	0
factor_3	negative	t000441	-1.0000000000	v000134	lose	negative	0	0
factor_3	negative	t000441	-1.0000000000	v000135	lovely	negative	0	0
factor_3	negative	t000441	-1.0000000000	v000175	precision	negative	0	0
factor_3	negative	t000441	-1.0000000000	v000245	tomorrow	negative	0	0
factor_2	positive	t000023	6.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000023	6.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000023	6.0000000000	v000037	clothe	positive	1	1
factor_2	positive	t000023	6.0000000000	v000056	detergent	positive	0	0
factor_2	positive	t000023	6.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000023	6.0000000000	v000059	dish	positive	1	1
factor_2	positive	t000023	6.0000000000	v000228	sud	positive	1	1
factor_2	positive	t000023	6.0000000000	v000259	wash	positive	1	1
factor_2	positive	t000023	6.0000000000	v000267	white	positive	1	1
factor_2	positive	t000051	6.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000051	6.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000051	6.0000000000	v000037	clothe	positive	1	1
factor_2	positive	t000051	6.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000051	6.0000000000	v000058	dirty	positive	1	1
factor_2	positive	t000051	6.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000051	6.0000000000	v000228	sud	positive	1	1
factor_2	positive	t000051	6.0000000000	v000259	wash	positive	1	1
factor_2	positive	t000051	6.0000000000	v000267	white	positive	0	0
factor_2	positive	t000076	6.0000000000	v000020	bright	positive	1	1
factor_2	positive	t000076	6.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000076	6.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000076	6.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000076	6.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000076	6.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000076	6.0000000000	v000228	sud	positive	1	1
factor_2	positive	t000076	6.0000000000	v000259	wash	positive	1	1
factor_2	positive	t000076	6.0000000000	v000267	white	positive	1	1
factor_2	positive	t000034	5.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000034	5.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000034	5.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000034	5.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000034	5.0000000000	v000058	dirty	positive	1	1
factor_2	positive	t000034	5.0000000000	v000059	dish	positive	1	1
factor_2	positive	t000034	5.0000000000	v000228	sud	positive	1	1
factor_2	positive	t000034	5.0000000000	v000259	wash	positive	0	0
factor_2	positive	t000034	5.0000000000	v000267	white	positive	0	0
factor_2	positive	t000040	4.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000040	4.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000040	4.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000040	4.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000040	4.0000000000	v000058	dirty	positive	1	1
factor_2	positive	t000040	4.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000040	4.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000040	4.0000000000	v000259	wash	positive	0	0
factor_2	positive	t000040	4.0000000000	v000267	white	positive	1	1
factor_2	positive	t000330	5.0000000000	v000020	bright	positive	1	1
factor_2	positive	t000330	5.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000330	5.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000330	5.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000330	5.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000330	5.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000330	5.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000330	5.0000000000	v000259	wash	positive	1	1
factor_2	positive	t000330	5.0000000000	v000267	white	positive	1	1
factor_2	positive	t000343	4.0000000000	v000020	bright	positive	1	1
factor_2	positive	t000343	4.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000343	4.0000000000	v000037	clothe	positive	1	1
factor_2	positive	t000343	4.0000000000	v000056	detergent	positive	0	0
factor_2	positive	t000343	4.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000343	4.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000343	4.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000343	4.0000000000	v000259	wash	positive	0	0
factor_2	positive	t000343	4.0000000000	v000267	white	positive	1	1
factor_2	positive	t000127	5.0000000000	v000020	bright	positive	1	1
factor_2	positive	t000127	5.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000127	5.0000000000	v000037	clothe	positive	1	1
factor_2	positive	t000127	5.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000127	5.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000127	5.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000127	5.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000127	5.0000000000	v000259	wash	positive	0	0
factor_2	positive	t000127	5.0000000000	v000267	white	positive	1	1
factor_2	positive	t000126	3.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000126	3.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000126	3.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000126	3.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000126	3.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000126	3.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000126	3.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000126	3.0000000000	v000259	wash	positive	1	1
factor_2	positive	t000126	3.0000000000	v000267	white	positive	0	0
factor_2	positive	t000264	3.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000264	3.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000264	3.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000264	3.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000264	3.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000264	3.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000264	3.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000264	3.0000000000	v000259	wash	positive	1	1
factor_2	positive	t000264	3.0000000000	v000267	white	positive	0	0
factor_2	positive	t000296	2.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000296	2.0000000000	v000035	clean	positive	0	0
factor_2	positive	t000296	2.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000296	2.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000296	2.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000296	2.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000296	2.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000296	2.0000000000	v000259	wash	positive	0	0
factor_2	positive	t000296	2.0000000000	v000267	white	positive	1	1
factor_2	positive	t000443	3.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000443	3.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000443	3.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000443	3.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000443	3.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000443	3.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000443	3.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000443	3.0000000000	v000259	wash	positive	1	1
factor_2	positive	t000443	3.0000000000	v000267	white	positive	0	0
factor_2	positive	t000511	3.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000511	3.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000511	3.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000511	3.0000000000	v000056	detergent	positive	0	0
factor_2	positive	t000511	3.0000000000	v000058	dirty	positive	1	1
factor_2	positive	t000511	3.0000000000	v000059	dish	positive	1	1
factor_2	positive	t000511	3.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000511	3.0000000000	v000259	wash	positive	0	0
factor_2	positive	t000511	3.0000000000	v000267	white	positive	0	0
factor_2	positive	t000709	4.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000709	4.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000709	4.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000709	4.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000709	4.0000000000	v000058	dirty	positive	1	1
factor_2	positive	t000709	4.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000709	4.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000709	4.0000000000	v000259	wash	positive	0	0
factor_2	positive	t000709	4.0000000000	v000267	white	positive	1	1
factor_2	positive	t000708	3.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000708	3.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000708	3.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000708	3.0000000000	v000056	detergent	positive	1	1
factor_2	positive	t000708	3.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000708	3.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000708	3.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000708	3.0000000000	v000259	wash	positive	1	1
factor_2	positive	t000708	3.0000000000	v000267	white	positive	0	0
factor_2	positive	t000779	3.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000779	3.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000779	3.0000000000	v000037	clothe	positive	1	1
factor_2	positive	t000779	3.0000000000	v000056	detergent	positive	0	0
factor_2	positive	t000779	3.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000779	3.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000779	3.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000779	3.0000000000	v000259	wash	positive	1	1
factor_2	positive	t000779	3.0000000000	v000267	white	positive	0	0
factor_2	positive	t000740	2.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000740	2.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000740	2.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000740	2.0000000000	v000056	detergent	positive	0	0
factor_2	positive	t000740	2.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000740	2.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000740	2.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000740	2.0000000000	v000259	wash	positive	0	0
factor_2	positive	t000740	2.0000000000	v000267	white	positive	1	1
factor_2	positive	t000578	3.0000000000	v000020	bright	positive	1	1
factor_2	positive	t000578	3.0000000000	v000035	clean	positive	0	0
factor_2	positive	t000578	3.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000578	3.0000000000	v000056	detergent	positive	0	0
factor_2	positive	t000578	3.0000000000	v000058	dirty	positive	1	1
factor_2	positive	t000578	3.0000000000	v000059	dish	positive	0	0
factor_2	positive	t000578	3.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000578	3.0000000000	v000259	wash	positive	0	0
factor_2	positive	t000578	3.0000000000	v000267	white	positive	1	1
factor_2	positive	t000569	2.0000000000	v000020	bright	positive	0	0
factor_2	positive	t000569	2.0000000000	v000035	clean	positive	1	1
factor_2	positive	t000569	2.0000000000	v000037	clothe	positive	0	0
factor_2	positive	t000569	2.0000000000	v000056	detergent	positive	0	0
factor_2	positive	t000569	2.0000000000	v000058	dirty	positive	0	0
factor_2	positive	t000569	2.0000000000	v000059	dish	positive	1	1
factor_2	positive	t000569	2.0000000000	v000228	sud	positive	0	0
factor_2	positive	t000569	2.0000000000	v000259	wash	positive	0	0
factor_2	positive	t000569	2.0000000000	v000267	white	positive	0	0
factor_2	negative	t000524	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000524	1.0000000000	v000035	clean	positive	0	0
factor_2	negative	t000524	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000524	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000524	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000524	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000524	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000524	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000524	1.0000000000	v000267	white	positive	1	1
factor_2	negative	t000570	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000570	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000570	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000570	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000570	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000570	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000570	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000570	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000570	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000572	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000572	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000572	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000572	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000572	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000572	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000572	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000572	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000572	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000575	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000575	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000575	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000575	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000575	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000575	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000575	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000575	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000575	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000579	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000579	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000579	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000579	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000579	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000579	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000579	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000579	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000579	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000723	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000723	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000723	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000723	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000723	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000723	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000723	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000723	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000723	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000726	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000726	1.0000000000	v000035	clean	positive	0	0
factor_2	negative	t000726	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000726	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000726	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000726	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000726	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000726	1.0000000000	v000259	wash	positive	1	1
factor_2	negative	t000726	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000642	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000642	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000642	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000642	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000642	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000642	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000642	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000642	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000642	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000643	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000643	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000643	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000643	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000643	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000643	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000643	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000643	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000643	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000427	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000427	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000427	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000427	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000427	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000427	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000427	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000427	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000427	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000436	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000436	1.0000000000	v000035	clean	positive	0	0
factor_2	negative	t000436	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000436	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000436	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000436	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000436	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000436	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000436	1.0000000000	v000267	white	positive	1	1
factor_2	negative	t000212	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000212	1.0000000000	v000035	clean	positive	0	0
factor_2	negative	t000212	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000212	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000212	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000212	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000212	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000212	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000212	1.0000000000	v000267	white	positive	1	1
factor_2	negative	t000219	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000219	1.0000000000	v000035	clean	positive	0	0
factor_2	negative	t000219	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000219	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000219	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000219	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000219	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000219	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000219	1.0000000000	v000267	white	positive	1	1
factor_2	negative	t000113	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000113	1.0000000000	v000035	clean	positive	0	0
factor_2	negative	t000113	1.0000000000	v000037	clothe	positive	1	1
factor_2	negative	t000113	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000113	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000113	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000113	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000113	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000113	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000118	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000118	1.0000000000	v000035	clean	positive	0	0
factor_2	negative	t000118	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000118	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000118	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000118	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000118	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000118	1.0000000000	v000259	wash	positive	1	1
factor_2	negative	t000118	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000310	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000310	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000310	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000310	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000310	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000310	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000310	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000310	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000310	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000315	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000315	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000315	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000315	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000315	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000315	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000315	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000315	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000315	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000002	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000002	1.0000000000	v000035	clean	positive	1	1
factor_2	negative	t000002	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000002	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000002	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000002	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000002	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000002	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000002	1.0000000000	v000267	white	positive	0	0
factor_2	negative	t000020	1.0000000000	v000020	bright	positive	0	0
factor_2	negative	t000020	1.0000000000	v000035	clean	positive	0	0
factor_2	negative	t000020	1.0000000000	v000037	clothe	positive	0	0
factor_2	negative	t000020	1.0000000000	v000056	detergent	positive	0	0
factor_2	negative	t000020	1.0000000000	v000058	dirty	positive	0	0
factor_2	negative	t000020	1.0000000000	v000059	dish	positive	0	0
factor_2	negative	t000020	1.0000000000	v000228	sud	positive	0	0
factor_2	negative	t000020	1.0000000000	v000259	wash	positive	0	0
factor_2	negative	t000020	1.0000000000	v000267	white	positive	1	1
factor_4	positive	t000537	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000537	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000537	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000537	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000537	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000537	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000537	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000539	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000539	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000539	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000539	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000539	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000539	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000539	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000548	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000548	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000548	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000548	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000548	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000548	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000548	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000551	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000551	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000551	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000551	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000551	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000551	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000551	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000611	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000611	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000611	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000611	-1.0000000000	v000180	price	negative	0	0
factor_4	positive	t000611	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000611	-1.0000000000	v000202	seat	negative	1	-1
factor_4	positive	t000611	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000722	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000722	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000722	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000722	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000722	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000722	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000722	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000772	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000772	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000772	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000772	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000772	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000772	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000772	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000631	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000631	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000631	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000631	-1.0000000000	v000180	price	negative	1	-1
factor_4	positive	t000631	-1.0000000000	v000195	rubber	negative	0	0
factor_4	positive	t000631	-1.0000000000	v000202	seat	negative	0	0
factor_4	positive	t000631	-1.0000000000	v000227	styling	negative	0	0
factor_4	positive	t000667	-1.0000000000	v000034	class	negative	0	0
factor_4	positive	t000667	-1.0000000000	v000052	dealer	negative	0	0
factor_4	positive	t000667	-1.0000000000	v000079	field	negative	0	0
factor_4	positive	t000667	-1.0000000000	v000180	price	negative	1	-1
